Paper Title ,Abstract,Review Text,Review Type
UMEDNet: a multimodal approach for emotion detection in the Urdu language,"Emotion detection is a critical component of interaction between human and computer systems, more especially affective computing, and health screening. Integrating video, speech, and text information provides better coverage of the basic and derived affective states with improved estimation of verbal and non-verbal behavior. However, there is a lack of systematic preferences and models for the detection of emotions in low-resource languages such as Urdu. To this effect, we propose Urdu Multimodal Emotion Detection Network (UMEDNet), a new emotion detection model for Urdu that works with video, speech, and text inputs for a better understanding of emotion. To support our proposed UMEDNet, we created the Urdu Multimodal Emotion Detection (UMED) corpus, which is a seventeen-hour annotated corpus of five basic emotions. To the best of our knowledge, the current study provides the first corpus for detecting emotion in the context of multimodal emotion detection for the Urdu language and is extensible for extended research. UMEDNet leverages state-of-the-art techniques for feature extraction across modalities; for extracting facial features from video, both Multi-task Cascaded Convolutional Networks (MTCNN) and FaceNet were used with fine-tuned Wav2Vec2 for speech features and XLM-Roberta for text. These features are then projected into common latent spaces to enable the effective fusion of multimodal data and to enhance the accuracy of emotion prediction. The model demonstrates strong performance, achieving an overall accuracy of 85.27%, while precision, recall, and F1 scores, are all approximately equivalent. In the end, we analyzed the impact of UMEDNet and found that our model integrates data on different modalities and leads to better performance.","Basic reporting
This paper presents UMEDNet, a multi-modal emotion prediction model for Urdu, and the UMED Corpus, a key resource for emotion classification in low-resource languages. The model effectively classifies emotions using video, speech, and text data.

1. In the ""Related Works"" section, it would be beneficial to provide a more comprehensive discussion of the challenges faced by low-resource languages in both emotion prediction and multi-modal models. Specifically, the paper could elaborate on the limitations posed by the scarcity of publicly available datasets and pre-trained models, which are major obstacles in these fields. It would also be valuable to explore existing solutions, such as cross-lingual transfer learning, and offer a comparison between these approaches and multi-modal studies. Additionally, including relevant literature on similar studies conducted in languages such as Tamil or Haitian Creole would further strengthen the context and breadth of the research.
2. In the ""Corpus Collection"" section, further elaboration on the data quality and diversity would enhance the comprehensiveness of the discussion. Specifically, it would be valuable to address the balance between formal and informal language (or written vs. spoken language) in the collected data. Additionally, the inclusion of demographic factors, such as age, gender, and other relevant variables, would provide a more nuanced understanding of the corpus' representativeness. Furthermore, a discussion on the overall size of the dataset would be beneficial, as this impacts the generalizability and robustness of the findings.
3. In the ""Data Annotation"" section, it would be useful to outline the measures taken to ensure the quality and reliability of the annotated data. Specifically, clarifying the procedures followed to guarantee that the annotated video meets high standards, often referred to as ""gold"" annotations, would strengthen the validity of the dataset. This could include details on inter-annotator agreements, quality control processes, and any validation methods employed.
",Authentic
TASCI: transformers for aspect-based sentiment analysis with contextual intent integration,"In this article, we present a novel Transformer-Based Aspect-Level Sentiment Classification with Intent (TASCI) model, designed to enhance sentiment analysis by integrating aspect-level sentiment classification with intent analysis. Traditional sentiment analysis methods often overlook the nuanced relationship between the intent behind a statement and the sentiment expressed toward specific aspects of an entity. TASCI addresses this gap by first extracting aspects using a self-attention mechanism and then employing a Transformer-based model to infer the speaker’s intent from preceding sentences. This dual approach allows TASCI to contextualize sentiment analysis, providing a more accurate reflection of user opinions. We validate TASCI’s performance on three benchmark datasets: Restaurant, Laptop, and Twitter, achieving state-of-the-art results with an accuracy of 89.10% and a macro-F1 score of 83.38% on the Restaurant dataset, 84.81% accuracy and 78.63% macro-F1 score on the Laptop dataset, and 79.08% accuracy and 77.27% macro-F1 score on the Twitter dataset. These results demonstrate that incorporating intent analysis significantly enhances the model’s ability to capture complex sentiment expressions across different domains, thereby setting a new standard for aspect-level sentiment classification.","Basic reporting
The manuscript is written in clear, professional English, with precise terminology aligning with the fields of sentiment analysis and machine learning. The introduction effectively provides context for sentiment analysis, aspect-based sentiment analysis (ABSA), and intent-based sentiment analysis (IBSA), though it could benefit from explicitly linking the identified research gap to the objectives of the proposed TASCI model. The figures and tables are relevant, well-labeled, and contribute significantly to the understanding of the model's performance, though figure resolution should be checked for publication standards. The manuscript adheres to a logical structure, flowing seamlessly from the introduction to the methodology, results, and conclusions. The raw data and supplementary materials, including datasets and source code, are made available, meeting data transparency requirements, though ensuring all supplementary details, such as hyperparameters and configurations, are included will enhance reproducibility. The results are self-contained and tied to the hypotheses, with metrics like Accuracy, Precision, Recall, and F1-Score clearly presented; however, definitions of these metrics should be added for broader accessibility. The ablation study is thorough, validating the contributions of various model components. Additionally, the manuscript includes sufficient explanations of technical concepts, such as self-attention and GRU mechanisms, making it approachable for readers across different expertise levels. Expanding the conclusion to outline future research directions, such as the broader applicability of TASCI in other NLP tasks, would further strengthen the manuscript. Overall, the study adheres to PeerJ standards and effectively communicates its findings.

Experimental design
The paper makes a significant contribution to the field of context-aware sentiment analysis. The research question is clearly defined and aims to fill the knowledge gap in the literature. The TASCI model provides an innovative approach that includes contextual intent integration, which is lacking in traditional sentiment analysis methods. The results obtained on the restaurant, laptop and Twitter datasets demonstrate the accuracy and effectiveness of the proposed model. The originality of the research and the proposed solution are of significant value in the fields of NLP and machine learning.

In the method section, the components of the model are explained in detail and clearly, which increases the reproducibility. The integration of modern techniques such as the self-attention mechanism, GRU-based intent analysis and transformer-based sentiment classification supports the robustness and validity of the method. The benchmark datasets and performance metrics used increase the reliability of the analysis. However, a clearer specification of ethical standards regarding the use of data could strengthen the integrity of the study.

The results clearly demonstrate the superiority of the proposed model. The accuracy and Macro-F1 scores of TASCI show that it outperforms other existing models. However, more analytical and visual details of the results can deepen the reader's understanding. The strengths of the model include filling a gap in the literature, a detailed explanation of the method, and its success on different datasets. However, discussion of the limitations of the model and more detailed consideration of some of the shortcomings can broaden the scope of the study.
Overall, the article provides an innovative and effective solution to an important problem in the field of NLP and, with the proposed TASCI model, goes beyond existing methods in the literature. However, ethical standards, visual support and more detailed discussion of limitations would further strengthen the study.

Validity of the findings
The impact and novelty of the research have not been explicitly assessed within the manuscript. While the proposed TASCI model presents a clear contribution to the field by integrating intent analysis with aspect-based sentiment analysis, further elaboration on how this approach significantly advances the state-of-the-art or addresses practical challenges in real-world applications could enhance the impact. Meaningful replication of the study is encouraged, as the rationale for the model and its integration with existing methodologies is well-stated. The benefit of TASCI to the literature is evident, particularly in its ability to outperform prior models on benchmark datasets; however, its broader implications could be articulated more thoroughly.

All underlying data have been provided and are robust, statistically sound, and well-controlled. The use of benchmark datasets (Restaurant, Laptop, and Twitter) ensures that the results are comparable and relevant to the field of natural language processing. Additionally, the inclusion of detailed performance metrics (Accuracy and Macro-F1) for each dataset enhances the reliability of the findings.

The conclusions are well-stated and appropriately linked to the original research question. They are limited to supporting results, effectively summarizing the contributions and the superiority of TASCI in aspect-based sentiment classification. The conclusions align with the evidence presented and do not overreach, ensuring a balanced and evidence-based interpretation of the findings.",Authentic
Eternal-MAML: a meta-learning framework for cross-domain defect recognition,"Defect recognition tasks for industrial product suffer from a serious lack of samples, greatly limiting the generalizability of deep learning models. Addressing the imbalance of defective samples often involves leveraging pre-trained models for transfer learning. However, when these models, pre-trained on natural image datasets, are transferred to pixel-level defect recognition tasks, they frequently suffer from overfitting due to data scarcity. Furthermore, significant variations in the morphology, texture, and underlying causes of defects across different industrial products often lead to a degradation in performance, or even complete failure, when directly transferring a defect classification model trained on one type of product to another. The Model-Agnostic Meta-Learning (MAML) framework can learn a general representation of defects from multiple industrial defect recognition tasks and build a foundational model. Despite lacking sufficient training data, the MAML framework can still achieve effective knowledge transfer among cross-domain tasks. We noticed there exists serious label arrangement issues in MAML because of the random selection of recognition tasks, which seriously affects the performance of MAML model during both training and testing phase. This article proposes a novel MAML framework, termed as Eternal-MAML, which guides the update of the classifier module by learning a meta-vector that shares commonality across batch tasks in the inner loop, and addresses the overfitting phenomenon caused by label arrangement issues in testing phase for vanilla MAML. Additionally, the feature extractor in this framework combines the advantages of the Squeeze-and-Excitation module and Residual block to enhance training stability and improve the generalization accuracy of model transfer with the learned initialization parameters. In the simulation experiments, several datasets are applied to verified the cross-domain meta-learning performance of the proposed Eternal-MAML framework. The experimental results show that the proposed framework outperforms the state-of-the-art baselines in terms of average normalized accuracy. Finally, the ablation studies are conducted to examine how the primary components of the framework affect its overall performance. Code is available at https://github.com/zhg-SZPT/Eternal-MAML.","Basic reporting
This paper tackles the challenge of limited training samples in industrial defect detection by proposing Eternal-MAML, an enhanced MAML framework. It addresses label arrangement issues, integrates Squeeze-and-Excitation and Residual blocks for stability, and shows an 8% accuracy improvement over state-of-the-art methods on the MVTec dataset. Ablation studies further validate the framework's components. This work offers a promising solution for improving meta-learning models in industrial applications.

Experimental design
The experimental design is rational, covering the main needs of current industrial inspection while also demonstrating the superiority of the method through recognized evaluation criteria. The problem setup in the experiments is generally reasonable, reflecting the innovation and advantage of the method in this aspect. However, the description of the experimental methods and parameter settings should be more detailed, thoroughly describing the specific setup and corresponding results during the experimental process. Moreover, the lack of data description makes it difficult to ensure the reproducibility of the results. It is suggested to make the souce code public available on github.

Validity of the findings
The conclusions drawn in this paper effectively address the proposed issues and present viable solutions. Based on the experiments and their results, the method proposed in this paper exhibits good performance. However, the stability and generalizability of the method cannot be fully ascertained from the presentation in the paper. It is recommended to provide a more detailed description of the experimental data and an explanation of the corresponding experimental settings to enhance the persuasiveness and validity of the article.

Additional comments
The folloowing concerns should be addressed.
1.Clarification on the mechanism of vector W.
The manuscript mentions that the vector W improves the performance, but does not provide a clear explanation of how W guides the updates. I suggest adding a detailed description of the mechanism of W and its role in the model’s performance improvement. Providing a theoretical foundation or referencing similar studies would strengthen this section.
2.Unclear explanation in Lines 213-216?
The statement in lines 213-216 seems confusing and potentially misleading. It is unclear whether the issue arises from labeling of dataset, the MAML method, or a combination of both. I recommend revising this part to clarify the source of the problem. It would be helpful to provide more details and distinguish between these potential causes, supported by evidence from the text or relevant references.
3.Figure 1 does not explicitly show all modules.
The current version of Figure 1 does not clearly illustrate the SE module and residual connections. I suggest modifying the figure to explicitly depict these components or adding annotations that help the viewer intuitively understand the whole structure. This would enhance the clarity of the presentation.
4.Confusing definitions in Lines 268-274.
The definitions of “transfer learning” and “learning from scratch” presented in lines 268-274 are not entirely clear. Specifically, it is unusual to define transfer learning (TF) as training with a larger train set, and learning from scratch (LFS) as training with a smaller test set. Additionally, the explanation that LFS is initialized using pre-trained weights from ImageNet does not align with the traditional method of training from scratch. I suggest revising these definitions to align with standard usage in the literature and providing clearer justification for the choices made in the study.",Authentic
RMIS-Net: a fast medical image segmentation network based on multilayer perceptron,"Medical image segmentation, a pivotal component in diagnostic workflows and therapeutic decision-making, plays a critical role in clinical applications ranging from pathological diagnosis to surgical navigation and treatment evaluation. To address the persistent challenges of computational complexity and efficiency limitations in existing methods, we propose RMIS-Net—an innovative lightweight segmentation network with three core components: a convolutional layer for preliminary feature extraction, a shift-based fully connected layer for parameter-efficient spatial modeling, and a tokenized multilayer perceptron for global context capture. This architecture achieves significant parameter reduction while enhancing local feature representation through optimized shift operations. The network incorporates layer normalization and dropout regularization to ensure training stability, complemented by Gaussian error linear unit (GELU) activation functions for improved non-linear modeling. To further refine segmentation precision, we integrate residual connections for gradient flow optimization, a Dice loss function for class imbalance mitigation, and bilinear interpolation for accurate mask reconstruction. Comprehensive evaluations on two benchmark datasets (2018 Data Science Bowl for cellular structure segmentation and ISIC-2018 for lesion boundary delineation) demonstrate RMIS-Net’s superior performance, achieving state-of-the-art metrics including an average F1-score of 0.91 and mean intersection-over-union of 0.82. Remarkably, the proposed architecture requires only 0.03 s per image inference while achieving 27× parameter compression, 10× acceleration in inference speed, and 53× reduction in computational complexity compared to conventional approaches, establishing new benchmarks for efficient yet accurate medical image analysis.","Basic reporting
- The article's English is quite weak.
- The purpose of the article is unclear, additions should be made to the introduction section accordingly.
- The contributions of the article are listed. However, what purpose do these contributions provide? The contributions section should be detailed instead of giving one sentence each.
- The organization of the paper should be given at the end of the introduction section.
- ""Dice"" or ""DICE"", a single usage form should be preferred.
- What does RMIS stand for, its expansion should be given where it is first used.
-Explanations should be written in Figure 6. Text should be added to understand what each module is expressed in the figure.

Experimental design
- How were the C1, C2,..., C5 channel number values ​​determined in the proposed method.
- Before moving on to the subheading in section 4, information about the experimental conditions should be given. Under which conditions and with which parameters was the experiment performed?
- Why were horizontal flipping, rotation, and cutting applied as data augmentation methods? Why were different methods not preferred?

Validity of the findings
- What is the data partitioning ratio for training, testing, and validation according to the values ​​in Table 1?
- More detailed information should be provided about the metrics used.
- Can the channel number values ​​(Table 3) be varied?
- The conclusion section should be expanded.

Additional comments
The article titled ""RMIS-Net: A Fast Medical Image Segmentation Network Based on Multilayer Perceptron"" should be revised according to the following points.",Authentic
SODU2-NET: a novel deep learning-based approach for salient object detection utilizing U-NET,"Detecting and segmenting salient objects from natural scenes, often referred to as salient object detection, has attracted great interest in computer vision. To address this challenge posed by complex backgrounds in salient object detection is crucial for advancing the field. This article proposes a novel deep learning-based architecture called SODU2-NET (Salient object detection U2-Net) for salient object detection that utilizes the U-NET base structure. This model addresses a gap in previous work that focused primarily on complex backgrounds by employing a densely supervised encoder-decoder network. The proposed SODU2-NET employs sophisticated background subtraction techniques and utilizes advanced deep learning architectures that can discern relevant foreground information when dealing with complex backgrounds. Firstly, an enriched encoder block with full feature fusion (FFF) with atrous spatial pyramid pooling (ASPP) varying dilation rates to efficiently capture multi-scale contextual information, improving salient object detection in complex backgrounds and reducing the loss of information during down-sampling. Secondly the block includes an attention module that refines the decoder, is constructed to enhances the detection of salient objects in complex backgrounds by selectively focusing attention on relevant features. This allows the model to reconstruct detailed and contextually relevant information, which is essential to determining salient objects accurately. Finally, the architecture has been improved by adding a residual block at the encoder end, which is responsible for both saliency prediction and map refinement. The proposed network is designed to learn the transformation between input images and ground truth, enabling accurate segmentation of salient object regions with clear borders and accurate prediction of fine structures. SODU2-NET is demonstrated to have superior performance in five public datasets, including DUTS, SOD, DUT OMRON, HKU-IS, PASCAL-S, and a new real world dataset, the Changsha dataset. Based on a comparative assessment of the model FCN, Squeeze-net, Deep Lab, Mask R-CNN the proposed SODU2-NET is found and achieve an improvement of precision (6%), recall (5%) and accuracy (3%). Overall, approach shows promise for improving the accuracy and efficiency of salient object detection in a variety of settings.","Basic reporting
This work proposes an DL-based model SODU2-NET for automated saliency detection using 92 residual blocks, and Atrous Spatial Pyramid Pooling (ASPP). It seems that the main contribution of this work lies in modified U-NET that adds the residual blocks inside the encoder architecture. Here, authors use multiple metrics to identify and compare the issue of SOD in old 107 models. However, the concept of the U-NET used for salient object detection in this paper have been used in many existing works, and the incorporation of these well-developed methods into the proposed work cannot be contribution to salient object detection. In addition, some suggestions for authors are as follows:
1. The introduction and related works must provide a critical evaluation of the models used for SOD in previous studies. The main contributions of this article and the differences with existing methods should be made clear in the Introduction and Related Work sections.
2. Authors are advised to present a critical discussion, not just a descriptive summary of the topic in literature review and other subsections.
3. Some of the figures are used from other literatures, which violating copy right rules. It would be better to re-create the figures and cite them properly.
4. Furthermore, the references should be arranged in the order of their appearance.

The contribution of the paper is not adequate. The whole paper needs significant improvement. The content of the paper is ambiguous. Introduction is not well written, and authors are unable to justify their contributions. Moreover, the results of the proposed work are not clear.

Experimental design
Experimental work is not enough to show advantages of the proposed work over existing techniques. It would better to discuss technical aspects of the proposed work. For example, What are the reasons that proposed work is giving better mean average precision, f1-score etc.?

Validity of the findings
the contribution of the paper is not adequate and it is not properly verified.",Authentic
"Fast2Vec, a modified model of FastText that enhances semantic analysis in topic evolution","Background
Topic modeling approaches, such as latent Dirichlet allocation (LDA) and its successor, the dynamic topic model (DTM), are widely used to identify specific topics by extracting words with similar frequencies from documents. However, these topics often require manual interpretation, which poses challenges in constructing semantics topic evolution, mainly when topics contain negations, synonyms, or rare terms. Neural network-based word embeddings, such as Word2vec and FastText, have advanced semantic understanding but have their limitations. Word2Vec struggles with out-of-vocabulary (OOV) words, and FastText generates suboptimal embeddings for infrequent terms.

Methods
This study introduces Fast2Vec, a novel model that integrates the semantic capabilities of Word2Vec with the subword analysis strength of FastText to enhance semantic analysis in topic modeling. The model was evaluated using research abstracts from the Science and Technology Index (SINTA) journal database and validated using twelve public word similarity benchmarks, covering diverse semantic and syntactic dimensions. Evaluation metrics include Spearman and Pearson correlation coefficients to assess the alignment with human judgments.

Results
Experimental findings demonstrated that Fast2Vec outperforms or closely matches Word2Vec and FastText across most benchmark datasets, particularly in task requiring fine-grained semantic similarity. In OOV scenarios, Fast2Vec improved semantic similarity by 39.64% compared to Word2Vec, and 6.18% compared to FastText. Even in scenarios without OOV terms, Fast2Vec achieved a 7.82% improvement over FastText and a marginal 0.087% improvement over Word2Vec. Additionally, the model effectively categorized topics into four distinct evolution patterns (diffusion, shifting, moderate fluctuations, and stability), enabling a deeper understanding of evolution topic interests and their dynamic characteristics.

Conclusion
Fast2Vec presents a robust and generalizable word embedding framework for semantic-based topic modeling. By combining the contextual sensitivity of Word2Vec with the subword flexibility of FastText, Fast2Vec effectively addresses prior limitations in handling OOV terms and semantic variation and demonstrates strong potential for boarder applications in natural language processing tasks.","Basic reporting
The document is written in professional English and provides a clear introduction and background. However, there are instances where sentence structure is overly complex, which may affect readability. Simplify some of the sentences to enhance clarity for a broader audience. For example, the sentence in the introduction, ""Without proper analysis, scientific data will remain meaningless raw information,"" could be rephrased as, ""Proper analysis is essential to transform raw scientific data into meaningful insights.""

Experimental design
The experimental design is described in detail, and the methods are replicable. However, there is limited explanation of how the dataset was cleaned and pre-processed before training models.
Improvement: Include a more detailed explanation of the data pre-processing steps, such as handling missing values, removing duplicates, or normalizing text, to provide better transparency and replicability.",Generic
Enhancing phishing detection with dynamic optimization and character-level deep learning in cloud environments,"As cloud computing becomes increasingly prevalent, the detection and prevention of phishing URL attacks are essential, particularly in the Internet of Vehicles (IoV) environment, to maintain service reliability. In such a scenario, an attacker could send misleading phishing links, potentially compromising the system’s functionality or, at worst, leading to a complete shutdown. To address these emerging threats, this study introduces a novel Dynamic Arithmetic Optimization Algorithm with Deep Learning-Driven Phishing URL Classification (DAOA-DLPC) model for cloud-enabled IoV infrastructure. The candidate’s research utilizes character-level embeddings instead of word embeddings, as the former can capture intricate URL patterns more effectively. These embeddings are integrated with a deep learning model, the Multi-Head Attention and Bidirectional Gated Recurrent Units (MHA-BiGRU). To improve precision, hyperparameter tuning has been done using DAOA. The proposed method offers a feasible solution for identifying the phishing URLs, and the method achieves computational efficiency through the attention mechanism and dynamic hyperparameter optimization. The need for this work comes from the observation that the traditional machine learning approaches are not effective in dynamic environments like phishing threat landscapes in a dynamic environment such as the one of phishing threats. The presented DLPC approach is capable of learning new forms of phishing attacks in real time and reduce false positives. The experimental results show that the proposed DAOA-DLPC model outperforms the other models with an accuracy of 98.85%, recall of 98.49%, and F1-score of 98.38% and can effectively detect safe and phishing URLs in dynamic environments. These results imply that the proposed model is useful in distinguishing between safe and unsafe URLs than the conventional models.","Basic reporting
1.The abstract should be improved. Your point is your own work that should be further highlighted.
2.Introduction seems to be incomplete. Please carefully check and supplement it.
3. More statistical methods are recommended to analyze the experimental results.
4. The article can be further enhanced by connecting the undergoing work with some existing literatures.
5. The numerical simulation verification is not convincing, and the actual engineering application example verification should be given.
6. There are a few typos and grammar errors in the manuscript.

Experimental design
As above

Validity of the findings
As above

Additional comments
As above",Generic
Enhancing healthcare data privacy and interoperability with federated learning,"This article explores the application of federated learning (FL) with the Fast Healthcare Interoperability Resources (FHIR) protocol to address the underutilization of the huge volumes of healthcare data generated by the digital health revolution, especially those from wearable sensors, due to privacy concerns and interoperability challenges. Despite advances in electronic medical records, mobile health applications, and wearable sensors, current digital health cannot fully exploit these data due to the lack of data analysis and exchange between heterogeneous systems. To address this gap, we present a novel converged platform combining FL and FHIR, which enables collaborative model training that preserves the privacy of wearable sensor data while promoting data standardization and interoperability. Unlike traditional centralized learning (CL) solutions that require data centralization, our platform uses local model learning, which naturally improves data privacy. Our empirical evaluation demonstrates that federated learning models perform as well as, or even numerically better than, centralized learning models in terms of classification accuracy, while also performing equally well in regression, as indicated by metrics such as accuracy, area under the curve (AUC), recall, and precision, among others, for classification, and mean absolute error (MAE), mean squared error (MSE), and root mean square error (RMSE) for regression. In addition, we developed an intuitive AutoML-powered web application that is FL and CL compatible to illustrate the feasibility of our platform for predictive modeling of physical activity and energy expenditure, while complying with FHIR data reporting standards. These results highlight the immense potential of our FHIR-integrated federated learning platform as a practical framework for future interoperable and privacy-preserving digital health ecosystems to optimize the use of connected health data.","Basic reporting
The source document is a paper undergoing peer review that discusses enhancing healthcare data privacy and interoperability with federated learning. The document includes an AI detection score of 29%, which suggests areas needing revision to ensure the content is original and adheres to academic standards.

Experimental design
The paper acknowledges that real data might be non-Independent and Identically Distributed (non-IID), which can significantly affect the results of CL and FL. To address this, the authors used the Synthetic Minority Over-sampling Technique (SMOTE) to synthesize data for classification tasks and Adaptive Synthetic Sampling (ADASYN) for regression problems. While using SMOTE and ADASYN is a good start, the authors should provide a more in-depth discussion on how these techniques mitigate the challenges posed by non-IID data in their specific context. They could also explore and compare other data synthesis techniques or partitioning strategies that are more robust to non-IID data.
The paper uses standard evaluation metrics such as Accuracy, F1-score, Kappa, and MCC for classification, and RMSE, MAE, R-squared, and MAPE for regression. The choice of evaluation metrics is appropriate, but the authors should justify their selection more explicitly. Additionally, they could consider including other metrics that are relevant to the specific healthcare applications they are addressing.
While comparing FL and CL is valuable, the authors could enhance their analysis by including additional baseline models or comparing against other federated learning algorithms. This would provide a more comprehensive understanding of the strengths and weaknesses of their proposed approach.
The experiments were simulated locally using only one dataset, and the data was divided into pairs of 60%/40%, 70%/30%, 80%/20%, and 90%/10% for training and testing.The authors should address the limitations of simulating the experiments locally. Running experiments on a distributed system with multiple devices would provide a more realistic evaluation of the performance of FL. They should also justify their choice of partition proportions and the number of clients used in the FL experiments.",Authentic
Employing SAE-GRU deep learning for scalable botnet detection in smart city infrastructure,"The proliferation of Internet of Things (IoT) devices in smart cities has revolutionized urban infrastructure while escalating the risk of botnet attacks that threaten essential services and public safety. This research addresses the critical need for intrusion detection and mitigation systems by introducing a novel hybrid deep learning model, Stacked Autoencoder–Gated Recurrent Unit (SAE-GRU), specifically designed for IoT networks in smart cities. The study targets the dual challenges of processing high-dimensional data and recognizing temporal patterns to identify and mitigate botnet activities in real time. The methodology integrates Stacked Autoencoders for reducing dimensionality and gated recurrent units for analyzing sequential data to ensure both accuracy and efficiency. An emulated smart city environment with diverse IoT devices and communication protocols provided a realistic testbed for evaluating the model. Results demonstrate significant improvements in detection performance with an average accuracy of 98.65 percent and consistently high precision and recall values. These findings enhance the understanding of IoT security by offering a scalable and resource-efficient solution for botnet detection. The functional investigation establishes a foundation for future research into adaptive security mechanisms that address emerging threats and highlights the practical potential of advanced deep learning techniques in safeguarding next-generation smart city ecosystems.","Basic reporting
The authors have improved clarity by shortening complex sentences and reducing overly technical language​
A ""Significant Contributions"" section was added to highlight key contributions​
The structure conforms to PeerJ standards, and references are well-cited.
Figures are appropriately labeled, but Figure 4 could still benefit from a more descriptive caption.

Remaining Suggestions:
Ensure all figures have fully descriptive captions to improve readability.

Experimental design
The research question is well-defined, and the study now explicitly states how it addresses IoT security challenges​
The authors have clarified dataset choices (IoT-23 and MedBIoT) but should further elaborate on how these datasets represent real-world IoT botnet activity.
Methods are now described in more detail, including model pruning, weight quantization, and k-fold cross-validation

Validity of the findings
The authors have added details on cross-validation and performance metrics, strengthening the study’s statistical rigor​
.
The conclusions are now more closely linked to the research questions.
Feature importance techniques like SHAP values have been added to validate detection accuracy

Additional comments
The revised manuscript is significantly improved, with a clearer focus and stronger justifications for methodology choices",Authentic
Comparative evaluation of approaches & tools for effective security testing of Web applications,"It is generally accepted that adopting both static application security testing (SAST) and dynamic application security testing (DAST) approaches is vital for thorough and effective security testing. However, this suggestion has not been comprehensively evaluated, especially with regard to the individual risk categories mentioned in Open Web Application Security Project (OWASP) Top 10:2021 and common weakness enumeration (CWE) Top 25:2023 lists. Also, it is rare to find any evidence-based recommendations for effective tools for detecting vulnerabilities from a specific risk category or severity level. These shortcomings increase both the time and cost of systematic security testing when its need is heightened by increasingly frequent and preventable incidents. This study aims to fill these gaps by empirically testing seventy-five real-world Web applications using four SAST and five DAST tools. Only popular, free, and open-source tools were selected and each Web application was scanned using these nine tools. From the report generated by these tools, we considered two parameters to measure effectiveness: count and severity of the vulnerability found. We also mapped the vulnerabilities to OWASP Top 10:2021 and CWE Top 25:2023 lists. Our results show that using only DAST tools is the preferred option for four OWASP Top 10:2021 risk categories while using only SAST tools is preferred for only three risk categories. Either approach is effective for two of the OWASP Top 10:2021 risk categories. For CWE Top 25:2023 list, all three approaches were equally effective and found vulnerabilities belonging to three risk categories each. We also found that none of the tools were able to detect any vulnerability in one OWASP Top 10:2021 risk category and in eight CWE Top 25:2023 categories. This highlights a critical limitation of popular tools. The most effective DAST tool was OWASP Zed Attack Proxy (ZAP), especially for detecting vulnerabilities in broken access control, insecure design, and security misconfiguration risk categories. Yasca was the best-performing SAST tool, and outperformed all other tools at finding high-severity vulnerabilities. For medium-severity and low-severity levels, the DAST tools Iron Web application Advanced Security testing Platform (WASP) and Vega performed better than all the other tools. These findings reveal key insights, such as, the superiority of DAST tools for detecting certain types of vulnerabilities and the indispensability of SAST tools for detecting high-severity issues (due to detailed static code analysis). This study also addresses significant limitations in previous research by testing multiple real-world Web applications across diverse domains (technology, health, and education), enhancing generalization of the findings. Unlike studies that rely primarily on proprietary tools, our use of open-source SAST and DAST tools ensures better reproducibility and accessibility for organizations with limited budget.","Basic reporting
The study mainly determines the effectiveness of SAST and DAST tools in finding OWASP Top
10:2021 and CWE Top 25:2023 vulnerabilities in web apps. For this purpose, 4 SAST and 5
DAST tools were selected to test 75 real-world web applications from technology, health and
education domains. The limitations of previous studies are highlighted in “Related Work” but it
is not mentioned that whether these limitations (some or all) are resolved in current study or not.

Experimental design
This work is specifically testing web applications but the RQs are just about the effectiveness of
DAST and SAST tools in finding OWASP Top 10 and CWE Top 25 vulnerabilities. Authors did
not mention about the web applications in any of the 4 RQs.
Need to add some details about “Report” column in Table 4. Which report it is representing?
Except 2, all SAST and DAST tools were deployed on Windows 10. Why these 2 tools were
deployed on Kali Linux. Any specific reason for using Linux for these tools?

Validity of the findings
In Results section, while answering “Research Question 1” authors have written “six out of nine
risk categories” while in “Research Question 2” it is “six out of ten”. Which one is correct?
In Table 8, the limitations of this work are not added.",Authentic
